department,code,title,credits,description,prerequisites,grading_scheme
Environmental Engineering Sciences,EES4050,Environmental Planning and Design,3,Principles and practices of environmental planning. Planning for and designing sustainable communities and regions. Exploration of quantitative methods for the evaluation of environmental impacts and analysis of carrying capacity of economic development. Exploration of theories of spatial and temporal organization of systems of humanity and nature.,,
Environmental Engineering Sciences,EES4102,Wastewater Microbiology,2,General concepts in microbiology and cell biology with major emphasis on the role of microorganisms in polluted environments. (B),,
Environmental Engineering Sciences,EES4201,Water Chemistry,3,"Kinetics and equilibrium of aqueous chemistry including acid-base, complexation, precipitation and redox equilibria.",,
Environmental Engineering Sciences,EES4203,Phase Partitioning in the Environment,4,"A study of the fate of organic pollutants in the environment through application of principles of organic chemistry and chemical thermodynamics, including phase partitioning between environmental media.",,
Environmental Engineering Sciences,EGN4912,Engineering Directed Independent Research,0-3,"Provides firsthand, supervised research with a faculty advisor or postdoctoral or graduate student mentor. Projects may involve inquiry, design, investigation, scholarship, discovery, or application.",,
Environmental Engineering Sciences,EMA4535,Sustainable Nanotechnology,3,Increase in production and use of engineered nanomaterials (ENMs) raises concerns on their potential impacts on the environment and human health. The sustainable development of nanotechnology requires knowledge of life cycle and environmental fate/implications of ENMs. Focuses on linkages between ENMs properties and environmental implications.,,
Environmental Engineering Sciences,ENV2003,Introduction to Environmental Engineering,1,"Introduction to topics in environmental engineering, including water and air quality, sustainable materials management, and ecosystems.",,
Environmental Engineering Sciences,ENV3000,Core 2: Fundamentals of Environmental Engineering,4,"Fundamentals of environmental engineering, including water, air, materials, and ecological resources. Environmental laws and regulations that motivate environmental engineering practice. Theoretical approaches for quantifying fundamental environmental processes, interactions, impact, and risks. Build knowledge and relevant skills in topics that bridge disciplines, including statistics, thermodynamics, microbiology, and organic chemistry.",,
Environmental Engineering Sciences,ENV3001,Core 1: Introduction to Environmental Systems,4,"Introduces environmental systems, including water, air, materials, and ecological resources with motivating case studies across topics and fundamental definitions, laws, and theories in environmental engineering sciences. Build a knowledge base and relevant skills in topics that bridge disciplines, including statistics, thermodynamics, microbiology, and organic chemistry.",,
Environmental Engineering Sciences,ENV3040C,Computational Methods in Environmental Engineering,3,Numerical modeling techniques and their application to environmental engineering. Use of personal computers and spreadsheets to solve numerical models. Solution techniques include numerical methods and their implementation using R.,,
Environmental Engineering Sciences,ENV3930,Engineering Ethics and Environmental Justice,2,Intended for Environmental Engineering majors. Lectures and discussion on topics in ethics and environmental justice as related to environmental engineering.,,
Environmental Engineering Sciences,ENV4009,Core 5: Environmental Engineering Practice,4,"Utilize fundamental and applied concepts in environmental engineering practice, including applications of ecological engineering, air pollution control, waste facilities design, and advanced water treatment processes. Build a knowledge base and relevant skills in topics that bridge disciplines, including statistics, thermodynamics, microbiology, and organic chemistry.",,
Environmental Engineering Sciences,ENV4041C,Environmental Analysis,4,Theory and laboratory techniques for the analysis of air and water pollutants and basic concepts of ecosystems structure and analysis.,,
Environmental Engineering Sciences,ENV4101,Elements of Atmospheric Pollution,3,"Sources, effects and regulation of air pollutants. Meteorology and dispersion of pollutants. Sampling and analysis of gaseous and particulate air pollutants. Photochemical air pollution and mobile sources.",,
Environmental Engineering Sciences,ENV4121,Air Pollution Control Design,3,Principles of particulate and gaseous emission control; design and operation of particulate and gas control equipment to meet federal emission standards.,,
Environmental Engineering Sciences,ENV4300,Solid Waste Containment Design,3,"Design fundamentals of solid and hazardous waste landfills, waste piles, monofills and surface impoundments. Regulations, site requirements, sizing, liner design, leachate and gas management system design, operations and closure.",,
Environmental Engineering Sciences,ENV4351,Solid and Hazardous Waste Management,4,"Generation of solid and hazardous wastes. Collection, methods, equipment, costs and disposal. Rules, regulations and management systems for proper control of solid and hazardous wastes. Evaluation of engineering systems to minimize costs and regulatory problems.",,
Environmental Engineering Sciences,ENV4353,Solid Waste Systems Design,3,"A capstone design experience focusing on the design of solid waste management systems such as landfills, waste-to-energy facilities, compost operations, recycling facilities and hazardous waste treatment/storage/disposal facilities.",,
